,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes
13679,14 minutes,5,Powell St BART Station (Market St at 5th St),109,17th St at Valencia St,3325,Subscriber,1978,Male,27.0
13680,32 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),145,29th St at Church St,4983,Subscriber,1960,Male,26.0
13681,5 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),5522,Subscriber,1979,Female,26.0
13682,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),3246,Subscriber,1968,Male,27.0
13683,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),1698,Subscriber,1976,Male,26.0
13684,19 minutes,21,Montgomery St BART Station (Market St at 2nd St),21,Montgomery St BART Station (Market St at 2nd St),688,Customer,1987,Male,26.0
13685,6 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,4870,Subscriber,1983,Male,29.0
13686,17 minutes,30,San Francisco Caltrain (Townsend St at 4th St),109,17th St at Valencia St,2950,Subscriber,1992,Male,27.0
13687,3 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,5250,Subscriber,1987,Male,27.0
13688,5 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,4715,Subscriber,1987,Male,26.0
13689,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),25,Howard St at 2nd St,2061,Subscriber,1974,Male,29.0
13690,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),364,China Basin St at 3rd St,2451,Subscriber,1980,Male,27.0
13691,17 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),373,Potrero del Sol Park (25th St at Utah St),5404,Customer,1971,Male,26.0
13692,7 minutes,81,Berry St at 4th St,17,Embarcadero BART Station (Beale St at Market St),5018,Subscriber,1990,Male,26.0
13693,7 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,4960,Subscriber,1981,Female,26.0
13694,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),28,The Embarcadero at Bryant St,2779,Subscriber,1968,Female,29.0
13695,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),24,Spear St at Folsom St,4750,Subscriber,1985,Male,26.0
13696,9 minutes,5,Powell St BART Station (Market St at 5th St),55,Webster St at Grove St,4951,Subscriber,1984,Male,27.0
13697,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),64,5th St at Brannan St,5534,Subscriber,1950,Male,26.0
13698,10 minutes,3,Powell St BART Station (Market St at 4th St),77,11th St at Natoma St,5312,Subscriber,1972,Male,26.0
13699,13 minutes,3,Powell St BART Station (Market St at 4th St),123,Folsom St at 19th St,5237,Subscriber,1980,Female,26.0
13700,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4554,Subscriber,1975,Male,26.0
13701,2 minutes,5,Powell St BART Station (Market St at 5th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5436,Subscriber,1963,Male,26.0
13702,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,4970,Subscriber,1969,Male,29.0
13703,9 minutes,5,Powell St BART Station (Market St at 5th St),100,Bryant St at 15th St,5113,Subscriber,1992,Other,27.0
13704,2 minutes,5,Powell St BART Station (Market St at 5th St),3,Powell St BART Station (Market St at 4th St),4984,Subscriber,1963,Male,26.0
13705,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4928,Subscriber,1984,Male,27.0
13706,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),104,4th St at 16th St,5550,Subscriber,1991,Female,27.0
13707,10 minutes,5,Powell St BART Station (Market St at 5th St),116,Mississippi St at 17th St,5505,Subscriber,1995,Male,26.0
13708,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),19,Post St at Kearny St,5454,Subscriber,1988,Male,27.0
13709,4 minutes,16,Steuart St at Market St,13,Commercial St at Montgomery St,5034,Subscriber,1996,Male,26.0
13710,19 minutes,16,Steuart St at Market St,116,Mississippi St at 17th St,1470,Subscriber,1952,Male,26.0
13711,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4806,Subscriber,1992,Male,26.0
13712,11 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,4947,Subscriber,2000,Female,27.0
13713,24 minutes,22,Howard St at Beale St,74,Laguna St at Hayes St,3669,Subscriber,1943,Female,26.0
13714,92 minutes,5,Powell St BART Station (Market St at 5th St),5,Powell St BART Station (Market St at 5th St),5279,Customer,1962,Male,26.0
13715,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5373,Customer,1959,Male,26.0
13716,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),5113,Subscriber,1981,Male,27.0
13717,23 minutes,5,Powell St BART Station (Market St at 5th St),137,Jersey St at Castro St,4938,Customer,1966,Male,29.0
13718,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,5294,Subscriber,2000,Male,27.0
13719,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),324,Union Square (Powell St at Post St),4610,Subscriber,1988,Male,26.0
13720,4 minutes,22,Howard St at Beale St,21,Montgomery St BART Station (Market St at 2nd St),688,Subscriber,1992,Male,26.0
13721,9 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),4998,Subscriber,1997,Female,26.0
13722,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,4875,Subscriber,1991,Male,26.0
13723,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),1698,Subscriber,1975,Male,26.0
13724,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,5416,Subscriber,1986,Male,26.0
13725,2 minutes,3,Powell St BART Station (Market St at 4th St),284,Yerba Buena Center for the Arts (Howard St at 3rd St),2434,Subscriber,1990,Male,26.0
13726,4 minutes,3,Powell St BART Station (Market St at 4th St),16,Steuart St at Market St,4383,Subscriber,1988,Male,29.0
13727,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),6,The Embarcadero at Sansome St,5016,Subscriber,1981,Female,26.0
13728,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5018,Subscriber,1978,Female,26.0
13729,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),321,5th St at Folsom,5417,Subscriber,1974,Male,29.0
13730,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5307,Subscriber,1996,Female,27.0
13731,5 minutes,81,Berry St at 4th St,47,4th St at Harrison St,4835,Subscriber,1987,Male,29.0
13732,1 minutes,81,Berry St at 4th St,30,San Francisco Caltrain (Townsend St at 4th St),4554,Subscriber,1993,Male,26.0
13733,4 minutes,81,Berry St at 4th St,47,4th St at Harrison St,5005,Subscriber,1994,Male,27.0
13734,14 minutes,81,Berry St at 4th St,107,17th St at Dolores St,5233,Subscriber,1992,Male,27.0
13735,3 minutes,81,Berry St at 4th St,47,4th St at Harrison St,4728,Subscriber,1990,Male,27.0
13736,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,4748,Subscriber,1980,Male,27.0
13737,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,4817,Subscriber,1984,Male,26.0
13738,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),27,Beale St at Harrison St,4810,Subscriber,1984,Male,27.0
13739,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),16,Steuart St at Market St,5545,Customer,1972,Male,29.0
13740,21 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),15,San Francisco Ferry Building (Harry Bridges Plaza),5364,Subscriber,1987,Male,29.0
13741,8 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5495,Subscriber,1982,Male,26.0
13742,10 minutes,22,Howard St at Beale St,58,Market St at 10th St,5454,Subscriber,1976,Male,27.0
13743,4 minutes,16,Steuart St at Market St,21,Montgomery St BART Station (Market St at 2nd St),1466,Customer,1972,Male,29.0
13744,4 minutes,22,Howard St at Beale St,15,San Francisco Ferry Building (Harry Bridges Plaza),5404,Subscriber,1984,Male,26.0
13745,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),22,Howard St at Beale St,4617,Subscriber,1992,Male,26.0
13746,10 minutes,3,Powell St BART Station (Market St at 4th St),371,Lombard St at Columbus Ave,4464,Subscriber,1964,Other,29.0
13747,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,2769,Subscriber,1987,Male,26.0
13748,22 minutes,3,Powell St BART Station (Market St at 4th St),362,Lane St at Revere Ave,5574,Subscriber,1986,Male,27.0
13749,12 minutes,16,Steuart St at Market St,92,Mission Bay Kids Park,4400,Subscriber,1984,Female,27.0
13750,2 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5038,Subscriber,1971,Other,26.0
13751,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),24,Spear St at Folsom St,5346,Subscriber,1983,Male,26.0
13752,8 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5534,Subscriber,1964,Male,26.0
13753,8 minutes,5,Powell St BART Station (Market St at 5th St),50,2nd St at Townsend St,4361,Subscriber,1975,Male,26.0
13754,10 minutes,5,Powell St BART Station (Market St at 5th St),10,Washington St at Kearny St,4432,Subscriber,1973,Male,26.0
13755,7 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,5426,Subscriber,1989,Female,27.0
13756,7 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,4964,Subscriber,1972,Male,29.0
13757,6 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5383,Subscriber,1988,Male,29.0
13758,4 minutes,22,Howard St at Beale St,14,Clay St at Battery St,4456,Subscriber,1994,Male,26.0
13759,4 minutes,81,Berry St at 4th St,343,Bryant St at 2nd St,4996,Subscriber,1990,Male,26.0
13760,7 minutes,3,Powell St BART Station (Market St at 4th St),80,Townsend St at 5th St,5277,Subscriber,1978,Male,27.0
13761,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5417,Subscriber,1979,Male,29.0
13762,4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,99,Customer,1995,Male,27.0
13763,6 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,4553,Subscriber,1987,Male,26.0
13764,7 minutes,22,Howard St at Beale St,3,Powell St BART Station (Market St at 4th St),5574,Subscriber,1985,Female,27.0
13765,29 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5310,Subscriber,1976,Male,27.0
13766,22 minutes,3,Powell St BART Station (Market St at 4th St),126,Esprit Park,5296,Subscriber,1990,Female,29.0
13767,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),5558,Subscriber,1988,Male,26.0
13768,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4616,Subscriber,1980,Male,27.0
13769,3 minutes,5,Powell St BART Station (Market St at 5th St),321,5th St at Folsom,5307,Subscriber,1988,Male,27.0
13770,2 minutes,16,Steuart St at Market St,11,Davis St at Jackson St,5260,Subscriber,1982,Male,26.0
13771,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),8,The Embarcadero at Vallejo St,1367,Subscriber,1991,Female,27.0
13772,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,5341,Subscriber,1990,Male,27.0
13773,12 minutes,16,Steuart St at Market St,58,Market St at 10th St,5515,Subscriber,1969,Male,29.0
13774,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4641,Subscriber,1989,Male,27.0
13775,4 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5314,Subscriber,1981,Male,26.0
13776,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5417,Subscriber,1991,Male,29.0
13777,6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4464,Subscriber,1988,Male,29.0
13778,21 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,5460,Subscriber,1993,Male,26.0
13779,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),66,3rd St at Townsend St,4972,Subscriber,1982,Male,27.0
13780,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4996,Subscriber,1978,Male,26.0
13781,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,2651,Subscriber,1963,Male,27.0
13782,10 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,4794,Subscriber,1980,Male,29.0
13783,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,5273,Subscriber,1986,Male,27.0
13784,14 minutes,5,Powell St BART Station (Market St at 5th St),371,Lombard St at Columbus Ave,4413,Subscriber,1992,Male,26.0
13785,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,5306,Customer,1986,Other,26.0
13786,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4600,Subscriber,1981,Male,26.0
13787,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4810,Subscriber,1987,Male,27.0
13788,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),350,8th St at Brannan St,4659,Customer,1991,Male,27.0
13789,7 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4629,Subscriber,1988,Other,29.0
13790,11 minutes,81,Berry St at 4th St,6,The Embarcadero at Sansome St,5060,Subscriber,1983,Male,26.0
13791,6 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,5494,Subscriber,1992,Male,26.0
13792,2 minutes,16,Steuart St at Market St,23,The Embarcadero at Steuart St,802,Subscriber,1971,Male,26.0
13793,10 minutes,81,Berry St at 4th St,81,Berry St at 4th St,2046,Subscriber,1993,Male,29.0
13794,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4432,Subscriber,1994,Male,26.0
13795,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,5290,Subscriber,1980,Female,26.0
13796,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5202,Subscriber,1995,Male,26.0
13797,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),92,Mission Bay Kids Park,5555,Subscriber,1987,Male,29.0
13798,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),14,Clay St at Battery St,5409,Subscriber,1985,Male,27.0
13799,6 minutes,5,Powell St BART Station (Market St at 5th St),62,Victoria Manalo Draves Park,5427,Subscriber,1990,Male,27.0
13800,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,4811,Customer,1987,Male,27.0
13801,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),129,Harrison St at 20th St,4617,Subscriber,1977,Male,26.0
13802,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),859,Subscriber,1987,Male,29.0
13803,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),37,2nd St at Folsom St,5441,Subscriber,1978,Male,27.0
13804,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,5262,Subscriber,1989,Male,26.0
13805,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5060,Subscriber,1982,Male,26.0
13806,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,5149,Subscriber,1994,Female,26.0
13807,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5409,Subscriber,1988,Female,27.0
13808,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4432,Subscriber,1990,Male,26.0
13809,4 minutes,3,Powell St BART Station (Market St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5348,Subscriber,1991,Female,26.0
13810,7 minutes,5,Powell St BART Station (Market St at 5th St),63,Bryant St at 6th St,2127,Subscriber,1976,Male,26.0
13811,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),49,S Park St at 3rd St,6234,Subscriber,1988,Female,26.0
13812,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),104,4th St at 16th St,5327,Subscriber,1989,Female,29.0
13813,16 minutes,16,Steuart St at Market St,81,Berry St at 4th St,2810,Subscriber,1986,Female,27.0
13814,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),79,7th St at Brannan St,4712,Subscriber,1983,Male,27.0
13815,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,5401,Subscriber,1979,Female,26.0
13816,7 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,3066,Subscriber,1988,Male,27.0
13817,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,4744,Subscriber,1992,Male,27.0
13818,6 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,4351,Subscriber,1971,Male,29.0
13819,5 minutes,30,San Francisco Caltrain (Townsend St at 4th St),114,Rhode Island St at 17th St,5283,Subscriber,1971,Male,27.0
13820,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),13,Commercial St at Montgomery St,2026,Customer,1981,Female,26.0
13821,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,3237,Subscriber,1947,Male,29.0
13822,6 minutes,22,Howard St at Beale St,66,3rd St at Townsend St,5112,Subscriber,1986,Female,26.0
13823,18 minutes,5,Powell St BART Station (Market St at 5th St),104,4th St at 16th St,4802,Customer,1987,Female,26.0
13824,6 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4820,Subscriber,1994,Male,29.0
