0,1,2,3,4,5,6,7,8,9,10,11
,,,subvert,2013-10-31.,1991,program,book,users,,/source,
,,,large,reverse,national,21,|last=knuth,relying,,boolean,
,,,number,engineering,medal,nbsp,|first=donald,existing,,local,
,,,systems,computer,technology,june,e.,buggy,,variables,
,,,introducing,software,1991,1948,|title=the,behavior,,initialized,
,,,diversity,us,elected,citation,art,proposed,,false,
,,,purely,often,fellow,|last=enticknap,computer,fix,,start,
,,,sake,falls,american,|first=nicholas,programming,may,,eiffel|send_fast,
,,,robustness,contract,academy,|title=computing,volume,introduce,,fails,
,,,adding,law,arts,'s,3,wiktionary,,body,
,,,linux,breach,sciences.,golden,3rd,breaking,,eiffel|do,
,,,computers,contract,ref,jubilee,edition,change|breaking,,clause,
,,,could,well,name=aaas,|journal=resurrection,|year=1997,change,,executed,
,,,increase,relevant,cite,|issue=20,|publisher=addison-wesley,problem,,causing,
,,,short-term,laws,web|title=book,|publisher=the,|location,area,,execution,
,,,costs,eulas,members,computer,boston,obsolete,,eiffel|send_slow,
,,,training,end,1780–2010,conservation,|isbn=0-201-89685-0,upcoming,,execution,
,,,maintenance,user,chapter,society,authority,release,,eiffel|send_slow,
,,,however,license,h|url=http,|date=summer,control,fixing,,fails,
,,,long,agreement,//www.amacad.org/publications/bookofmembers/chapterh.pdf|publisher=american,1998,defaultsort,unnecessary,,eiffel|rescue,
,,,nodes,specifically,academy,|url=http,computer,'s,,clause,
,,,part,prohibit,arts,//www.cs.man.ac.uk/ccs/res/res20.htm,program,``,,execute,
,,,directory,u.s.,sciences|accessdate=july,|issn=0958-7403,category,bug,,end,
,,,service,courts,22,|accessdate=19,computer,'',,eiffel|retry,
,,,authentication,ruled,2014,april,programming,misunderstanding,,eiffel|else,
,,,diverse,terms,1996,2008,category,arisen,,clause,
,,,nodes,present,uss|hopper|ddg-70,designed,articles,expected,,final,
,,,could,override,launched,testbed,example,perceived,,eiffel|if,
,,,deter,copyright,nicknamed,williams,java,behavior,,causing,
,,,total,law,''amazing,tube,code,misunderstanding,,routine,
,,,shutdown,expressly,grace,first,category,due,,execution,
,,,computer,permits,'',random-access,articles,confusion,,whole,
,,,network|network,see,short,memory|random-access,example,arising,,fail,
,,,allow,''bowers,list,digital,c,design,,approach,
,,,nodes,v.,u.s.,storage,code,flaws,,merit,
,,,help,baystate,military,device,category,faulty,,defining,
,,,recovery,technologies,vessels,citation|title=early,articles,documentation,,clearly,
,,,infected,'',named,computers,example,types,,``,
,,,nodes,http,women,manchester,c,cleanup,,normal,
,,,separate,//www.utsystem.edu/ogc/intellectualproperty/baystatevbowersdiscussion.htm,2001,university|journal=resurrection|volume=1|issue=4|publisher=the,sharp,list|section|date=august,,'',
,,,functional,baystate,eavan,computer,code,2015,,``,
,,,redundancy,v.,boland,conservation,category,prose|section|date=august,,abnormal,
,,,could,bowers,wrote,society|date=summer,software,2015,,'',
,,,avoid,discussion,poem,1992|url=http,,software,,cases,
,,,cost,utsystem.edu,dedicated,//www.cs.man.ac.uk/ccs/res/res04.htm,,development,,abnormal,
,,,total,retrieved,grace,g|issn=0958-7403|accessdate=7,,projects,,case,
,,,shutdown,2011-05-29.gross,hopper,july,,``,,causing,
,,,cost,grant,titled,2010,,mistake,,exception,
,,,increased,2003-06-26,``,although,,'',,one,
,,,complexity,http,code,computer,,``,,routine,
,,,reduced,//www.infoworld.com/d/developer-world/contract-case-could-hurt-reverse-engineering-337,'',considered,,fault,,unable,
,,,usability,contract,2001,``,,'',,fulfill,
,,,terms,case,release,small,,may,,contract,
,,,single,could,''against,primitive,,introduced,,defines,
,,,sign-on,hurt,love,'',,stage,,clear,
,,,authentication,reverse,poetry,standards,,bugs,,distribution,
,,,anti-malware,engineering,'',time,,arise,,roles,
,,,strategies,developer,2001,first,,oversights,,eiffel|do,
,,,main,world,gracies,working,,misunderstandings,,clause,
,,,article|antivirus,infoworld,government,machine,,made,,normal,
,,,software,retrieved,technology,contain,,software,,body,
,,,malware,2011-05-29.,leadership,elements,,team,,charge,
,,,attacks,sec,award,essential,,specification,,achieving,
,,,become,103,named,modern,,design,,attempting,
,,,frequent,f,honor,electronic,,coding,,achieve,
,,,attention,digital,cite,computer,,data,,routine,
,,,begun,millennium,web|title=the,citation|url=http,,entry,,'s,
,,,shift,copyright,2002,//www.computer50.org/mark1/contemporary.html|title=early,,documentation,,contract,
,,,computer,act|dmca,government,electronic,,example,,eiffel|rescue,
,,,virus|viruses,http,technology,computers,,relatively,,clause,
,,,spyware,//www4.law.cornell.edu/uscode/html/uscode17/usc_sec_17_00001201,leadership,1946–51,,simple,,charge,
,,,protection,--,awards|url=http,|publisher=university,,program,,reestablishing,
,,,malware,--,//www.govexec.com/technology/2002/04/the-2002-government-technology-leadership-awards/7622/|publisher=government,manchester|accessdate=16,,alphabetize,,context,
,,,protection,000-.html,executive|accessdate=may,november,,list,,restarting,
,,,programs,17,20,2008,,words,,process,
,,,specifically,u.s.c,2014|date=april,soon,,design,,chance,
,,,developed,§,1,ssem,,might,,succeeding,
,,,combat,1201,2002,demonstrated,,fail,,performing,
,,,malware,f,2009,feasibility,,consider,,actual,
,,,preventive,says,department,design,,happen,,computation,
,,,recovery,person,energy,project,,word,,although,
,,,measures,legal,'s,initiated,,contains,,exceptions,
,,,backup,possession,national,university,,hyphen,,eiffel,
,,,recovery,program,energy,develop,,converting,,fairly,
,,,methods,permitted,research,usable,,abstract,,clear,
,,,mentioned,reverse-engineer,scientific,computer,,design,,philosophy,
,,,computer,circumvent,computing,manchester,,code,,kiniry,
,,,virus,protection,center,mark,,coder,,2006,
,,,antivirus,necessary,named,1.,,might,,criticizes,
,,,software,order,flagship,mark,,inadvertently,,implementation,
,,,preventive,achieve,system,1,,create,,``,
,,,measures|computer,``,``,turn,,off-by-one,,exceptions,
,,,virus,interoperability,hopper,quickly,,error,,part,
,,,article,'','',became,,fail,,language,
,,,anti-virus,term,cite,prototype,,sort,,definition,
,,,anti-malware,broadly,web,ferranti,,last,,represented,
,,,software,covering,|url=http,mark,,word,,integer,
,,,specific,devices,//www.nersc.gov/nusers/systems/hopper/,1,,list,,values,
,,,component,programs,|title=hopper,world,,errors,,developer-defined,
,,,anti-virus,able,home,'s,,may,,exceptions,
,,,anti-malware,interact,page,first,,simple,,string,
,,,software,make,|publisher=nersc.gov,commercially,,typing,,values,
,,,commonly,use,2009,available,,error,,...,
,,,referred,use,office,general-purpose,,``,,additionally,
,,,on-access,transfer,naval,computer.,,``,,basic,
,,,real-time,data,intelligence,ref,,``,,values,
,,,scanner,useful,creates,name=nappermk1,,'',,objects,
,,,hooks,ways,grace,citation,,intended,,inherent,
,,,deep,limited,hopper,|last=napper,,another,,semantics,
,,,operating,exemption,information,|first=r,,category,,beyond,
,,,system,exists,services,b.,,bug,,expressed,
,,,'s,allows,center,e.,,called,,helper,
,,,core,knowledge,citation|title=naval,|title=introduction,,''race,,routine,
,,,operating,thus,intelligence,mark,,condition,,necessarily,
,,,system,gained,ramps,1,,'',,foolproof,
,,,kernel|kernel,shared,activities,|url=http,,may,,representation,
,,,functions,used,date=february,//www.computer50.org/mark1/mark1intro.html,,occur,,overloading,
,,,manner,interoperability,2009,|publisher=the,,programs,,effect,
,,,similar,purposes,author=robert,university,,multiple,,e.g.,
,,,certain,section,k.,manchester,,components,,one,
,,,malware,states,ackerman,|accessdate=4,,executing,,differentiate,
,,,would,blockquote,journal=signals,november,,time,,two,
,,,attempt,f,publisher=afcea,2008,,components,,integers,
,,,operate,reverse,url=http,built,,interact,,value,
,,,though,engineering.—,//www.afcea.org/content/,ferranti,,different,,``,
,,,user,br,q=node/1831,delivered,,order,,ref,
,,,'s,br,2013,university,,developer,,name=,
,,,informed,1,google,manchester,,intended,,'',
,,,permission,notwithstanding,made,february,,could,,kiniry,
,,,protecting,provisions,google,1951.,,interfere,,'',
,,,system,subsection,doodle,least,,stop,,uncaught,
,,,time,1,hopper,seven,,program,,exceptions,
,,,operating,person,'s,later,,completing,,exception,
,,,system,lawfully,107th,machines,,tasks,,thrown,
,,,accesses,obtained,birthday,delivered,,bugs,,caught,
,,,file,right,animation,1953,,may,,operationally,
,,,on-access,use,sitting,1957,,difficult,,exception,
,,,scanner,copy,computer,one,,detect,,thrown,
,,,checks,computer,using,royal,,anticipate,,applicable,
,,,file,program,cobol,dutch,,since,,handler,
,,,'legitimate,may,print,shell|shell,,may,,specified,
,,,file,circumvent,age,labs,,occur,,uncaught,
,,,file,technological,end,amsterdam,,every,,exception,
,,,identified,measure,animation,citation|last=computer,,execution,,handled,
,,,malware,effectively,moth,conservation,,program,,runtime,
,,,scanner,controls,flies,society|author-link=computer,,conceptual,,routine,
,,,access,access,computer.,conservation,,errors,,called,
,,,operation,particular,ref,society|title=our,,developer,,'',
,,,stopped,portion,name=,computer,,'s,,visible,
,,,file,program,'',heritage,,misunderstanding,,anchor|uncaught,
,,,dealt,sole,google,pilot,,software,,exception,
,,,scanner,purpose,doodle,study,,must,,handler,
,,,pre-defined,identifying,'',deliveries,,resulting,,'',
,,,way,analyzing,cite,ferranti,,may,,ref,
,,,anti-virus,elements,web,mark,,perform,,name=,
,,,program,program,|url=,mark,,according,,'',
,,,configured,necessary,https,star,,developer,,cocoa,
,,,during/post,achieve,//www.google.com/doodles/grace-hoppers-107th-birthday|title=grace,computers.|url=http,,'s,,'',
,,,installation,interoperability,hopper,//www.ourcomputerheritage.org/wp/|archive-url=https,,understanding,,''mac,
,,,user,independently,'s,//web.archive.org/web/20161211201840/http,,really,,developer,
,,,notified,created,107th,//www.ourcomputerheritage.org/wp/|dead-url=yes|archive-date=11,,needed,,library,
,,,citation,computer,birthday,december,,types,,'',
,,,needed|date=march,program,|publisher=google,2016|accessdate=9,,arithmetic,,``,
,,,2013,programs,|accessdate=,january,,division,,https,
,,,may,previously,december,2010,,zero,,//developer.apple.com/library/mac/documentation/cocoa/conceptual/exceptions/concepts/uncaughtexceptions.html,
,,,considerable,readily,9,october,,computer,,uncaught,
,,,performance,available,2013,1947,,arithmetic|division,,exceptions,
,,,impact,person,cite,directors,,zero,,'',
,,,operating,engaging,news,british,,arithmetic,,''msdn,
,,,system,circumvention,|url=,catering,,overflow,,'',
,,,though,extent,http,company,,arithmetic,,https,
,,,degree,acts,//www.telegraph.co.uk/technology/google/google-doodle/10505145/grace-hopper-honoured-with-google-doodle.html,j.,,underflow|underflow,,//msdn.microsoft.com/en-us/library/system.appdomain.unhandledexception,
,,,impact,identification,|title=grace,lyons,,loss,,v=vs.110,
,,,dependent,analysis,hopper,co.|j,,arithmetic,,.aspx,
,,,well,constitute,honoured,lyons,,precision,,appdomain.unhandledexception,
,,,scanner,infringement,google,company,,due,,event,
,,,programmed,title.,doodle,decided,,rounding,,common,
,,,goal,br,|author=matthew,take,,numerical,,default,
,,,stop,br,sparkes,active,,stability|numerically,,behavior,
,,,operations,2,|work=the,role,,unstable,,terminate,
,,,malware,notwithstanding,daily,promoting,,algorithms,,program,
,,,may,provisions,telegraph,commercial,,logic,,print,
,,,attempt,subsections,|location=,development,,infinite,,error,
,,,system,2,london,computers,,loops,,message,
,,,occur,b,|date=december,leo,,infinite,,console,
,,,including,person,9,computer|leo,,recursion,,usually,
,,,activities,may,2013,computer,,computer,,including,
,,,might,develop,|accessdate=december,became,,science,,debug,
,,,exploit,employ,9,operational,,|recursion,,information,
,,,software,technological,2013,april,,off-by-one,,string,
,,,bug|bugs,means,2016,1951,,error,,representation,
,,,trigger,circumvent,november,cite,,counting,,exception,
,,,unexpected,technological,22,web,,one,,stack,
,,,operating,measure,2016,last,,many,,trace.,
,,,system,circumvent,hopper,lavington,,looping,,ref,
,,,behavior,protection,posthumously,first,,syntax,,name=,
,,,anti-malware,afforded,awarded,simon,,use,,'',
,,,programs,technological,presidential,title,,wrong,,cocoa,
,,,combat,measure,medal,brief,,operator,,'',
,,,malware,order,freedom,history,,performing,,''the,
,,,two,enable,accomplishments,british,,assignment,,python,
,,,ways,identification,field,computers,,instead,,tutorial,
,,,provide,analysis,computer,first,,equality|equality,,'',
,,,real,paragraph,science,25,,test,,``,
,,,time,1,cite,years,,example,,https,
,,,protection,purpose,web|url=http,1948–1973,,languages,,//docs.python.org/2/tutorial/errors.html,
,,,installation,enabling,//www.npr.org/sections/thetwo-way/2016/11/16/502347068/these-are-the-21-people-receiving-the-nations-highest-civilian-honor|title=these,publisher,,nowiki,,8.,
,,,malware,interoperability,21,british,,x=5,,errors,
,,,software,independently,people,computer,,/nowiki,,exceptions,
,,,computer,created,receiving,society,,set,,'',
,,,type,computer,nation,url,,value,,http,
,,,malware,program,'s,http,,x,,//www.javapractices.com/topic/topicaction.do,
,,,protection,programs,highest,//www.bcs.org/server.php,,5,,id=229,
,,,works,means,civilian,accessdate,,nowiki,,provide,
,,,way,necessary,honor|last=|first=|date=november,10,,x5,,uncaught,
,,,antivirus,achieve,16,january,,/nowiki,,exception,
,,,protection,interoperability,2016|website=npr.org|publisher=|access-date=november,2010,,check,,handler,
,,,anti-malware,extent,16,ran,,whether,,often,
,,,software,constitute,2016,world,,x,,avoided,
,,,scans,infringement,legacy,'s,,currently,,top-level,
,,,incoming,title.,february,first,,5,,application-level,
,,,computer,br,11,regular,,number,,handler,
,,,network|network,br,2017,routine,,interpreted,,example,
,,,data,3,yale,office,,languages,,event,
,,,malware,information,university,computer,,allow,,loop,
,,,blocks,acquired,announced,job,,code,,catches,
,,,threat,acts,intent,software,,fail,,exceptions,
,,,computer,permitted,rename,|job,,compiled,,reach,
,,,|threats,paragraph,calhoun,transistors,,languages,,runtime.,
,,,comes,1,college,--,,catch,,ref,
,,,across,means,one,second,,errors,,name=,
,,,anti-malware,permitted,twelve,generation,,testing,,'',
,,,software,paragraph,undergraduate,computers,,begins,,cocoa,
,,,programs,2,residential,redirects,,resource,,'',
,,,used,may,colleges,--,,null,,ref,
,,,solely,made,hopper,file,,pointer,,name=,
,,,detection,available,following,transistor-die-ksy34.jpg|thumb|right|a,,dereference,,'',
,,,removal,others,years,bipolar,,using,,pmotw,
,,,malware,person,controversy,junction,,uninitialized,,'',
